clinic_id,clinic_name,remoteness_score,population_served,medicine_name,medicine_category,month,year,month_num,is_rainy_season,beginning_stock,quantity_received,quantity_dispensed,ending_stock,patient_visits,days_since_last_delivery,consumption_rate,stock_to_consumption_ratio,rolling_avg_consumption,prev_month_stockout,stockout
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-05,2022,5,0,114,133,46,201,49,13,1.53,4.37,52.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-06,2022,6,1,52,147,60,139,65,13,2.0,2.32,57.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-07,2022,7,1,100,175,82,193,84,21,2.73,2.35,62.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-08,2022,8,1,91,145,96,140,85,8,3.2,1.46,79.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-09,2022,9,1,109,149,90,168,82,26,3.0,1.87,89.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-10,2022,10,1,159,155,103,211,104,7,3.43,2.05,96.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-11,2022,11,1,107,154,72,189,76,12,2.4,2.62,88.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2022-12,2022,12,0,89,112,60,141,58,21,2.0,2.35,78.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-01,2023,1,0,93,99,48,144,42,32,1.6,3.0,60.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-02,2023,2,0,71,109,76,104,68,23,2.53,1.37,61.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-03,2023,3,0,107,112,51,168,60,7,1.7,3.29,58.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-04,2023,4,0,75,0,50,25,42,61,1.67,0.5,59.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-05,2023,5,0,69,134,63,140,52,11,2.1,2.22,54.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-06,2023,6,1,96,190,90,196,94,34,3.0,2.18,67.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-07,2023,7,1,164,149,84,229,90,32,2.8,2.73,79.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-08,2023,8,1,136,180,84,232,74,13,2.8,2.76,86.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-09,2023,9,1,113,196,106,203,90,16,3.53,1.92,91.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-10,2023,10,1,189,169,71,287,75,8,2.37,4.04,87.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-11,2023,11,1,109,147,109,147,129,15,3.63,1.35,95.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2023-12,2023,12,0,201,133,54,280,58,30,1.8,5.19,78.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-01,2024,1,0,94,123,72,145,84,22,2.4,2.01,78.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-02,2024,2,0,75,122,45,152,47,28,1.5,3.38,57.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-03,2024,3,0,53,119,58,114,69,22,1.93,1.97,58.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-04,2024,4,0,105,123,68,160,72,18,2.27,2.35,57.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-05,2024,5,0,86,142,60,168,63,25,2.0,2.8,62.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-06,2024,6,1,105,173,103,175,108,7,3.43,1.7,77.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-07,2024,7,1,133,177,68,242,74,23,2.27,3.56,77.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-08,2024,8,1,88,184,108,164,106,11,3.6,1.52,93.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-09,2024,9,1,207,0,105,102,101,62,3.5,0.97,93.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-10,2024,10,1,127,167,62,232,57,24,2.07,3.74,91.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-11,2024,11,1,103,140,86,157,101,21,2.87,1.83,84.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2024-12,2024,12,0,130,131,77,184,65,7,2.57,2.39,75.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-01,2025,1,0,118,116,46,188,49,24,1.53,4.09,69.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-02,2025,2,0,69,134,73,130,85,7,2.43,1.78,65.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-03,2025,3,0,79,97,44,132,42,8,1.47,3.0,54.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-04,2025,4,0,47,122,45,124,46,28,1.5,2.76,54.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-05,2025,5,0,48,113,63,98,51,34,2.1,1.56,50.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-06,2025,6,1,81,0,75,6,84,68,2.5,0.08,61.0,0,1
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-07,2025,7,1,114,177,63,228,51,26,2.1,3.62,67.0,1,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-08,2025,8,1,106,161,65,202,77,25,2.17,3.11,67.67,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-09,2025,9,1,69,0,80,0,66,52,2.67,0.0,69.33,0,1
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-10,2025,10,1,88,164,80,172,86,28,2.67,2.15,75.0,1,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-11,2025,11,1,104,0,94,10,100,68,3.13,0.11,84.67,0,1
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2025-12,2025,12,0,160,123,65,218,63,25,2.17,3.35,79.67,1,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2026-01,2026,1,0,74,97,69,102,55,20,2.3,1.48,76.0,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2026-02,2026,2,0,73,134,77,130,67,10,2.57,1.69,70.33,0,0
1,Davao City RHU,0.1,50000,Amoxicillin 500mg,Antibiotic,2026-03,2026,3,0,107,126,48,185,46,8,1.6,3.85,64.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-01,2021,1,0,151,121,51,221,41,19,1.7,4.33,51.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-02,2021,2,0,82,124,47,159,38,33,1.57,3.38,49.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-03,2021,3,0,73,134,70,137,74,17,2.33,1.96,56.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-04,2021,4,0,134,105,75,164,71,19,2.5,2.19,64.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-05,2021,5,0,81,112,49,144,46,32,1.63,2.94,64.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-06,2021,6,1,52,153,74,131,84,10,2.47,1.77,66.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-07,2021,7,1,140,162,93,209,87,31,3.1,2.25,72.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-08,2021,8,1,144,183,86,241,83,10,2.87,2.8,84.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-09,2021,9,1,116,192,77,231,85,23,2.57,3.0,85.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-10,2021,10,1,96,170,93,173,101,26,3.1,1.86,85.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-11,2021,11,1,171,135,100,206,92,15,3.33,2.06,90.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2021-12,2021,12,0,191,119,72,238,67,32,2.4,3.31,88.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-01,2022,1,0,94,128,64,158,62,10,2.13,2.47,78.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-02,2022,2,0,73,142,76,139,84,20,2.53,1.83,70.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-03,2022,3,0,140,101,61,180,59,18,2.03,2.95,67.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-04,2022,4,0,111,116,66,161,74,14,2.2,2.44,67.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-05,2022,5,0,111,100,44,167,49,25,1.47,3.8,57.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-06,2022,6,1,81,195,88,188,100,19,2.93,2.14,66.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-07,2022,7,1,99,171,96,174,91,33,3.2,1.81,76.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-08,2022,8,1,138,161,71,228,66,32,2.37,3.21,85.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-09,2022,9,1,126,180,96,210,106,34,3.2,2.19,87.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-10,2022,10,1,125,149,107,167,101,12,3.57,1.56,91.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-11,2022,11,1,165,137,99,203,117,27,3.3,2.05,100.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2022-12,2022,12,0,152,0,77,75,63,47,2.57,0.97,94.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-01,2023,1,0,100,0,47,53,41,83,1.57,1.13,74.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-02,2023,2,0,50,141,63,128,73,14,2.1,2.03,62.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-03,2023,3,0,84,127,56,155,47,14,1.87,2.77,55.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-04,2023,4,0,62,0,54,8,55,56,1.8,0.15,57.67,0,1
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-05,2023,5,0,71,128,67,132,67,19,2.23,1.97,59.0,1,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-06,2023,6,1,126,175,104,197,117,8,3.47,1.89,75.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-07,2023,7,1,160,162,62,260,71,28,2.07,4.19,77.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-08,2023,8,1,73,159,99,133,118,28,3.3,1.34,88.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-09,2023,9,1,109,143,100,152,102,27,3.33,1.52,87.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-10,2023,10,1,178,0,61,117,69,67,2.03,1.92,86.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-11,2023,11,1,103,159,104,158,107,27,3.47,1.52,88.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2023-12,2023,12,0,198,106,58,246,49,23,1.93,4.24,74.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-01,2024,1,0,74,119,69,124,56,28,2.3,1.8,77.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-02,2024,2,0,124,122,69,177,69,33,2.3,2.57,65.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-03,2024,3,0,73,125,56,142,47,8,1.87,2.54,64.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-04,2024,4,0,89,0,70,19,81,79,2.33,0.27,65.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-05,2024,5,0,101,112,63,150,60,12,2.1,2.38,63.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-06,2024,6,1,82,181,81,182,94,10,2.7,2.25,71.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-07,2024,7,1,140,137,81,196,92,12,2.7,2.42,75.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-08,2024,8,1,130,139,83,186,77,31,2.77,2.24,81.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-09,2024,9,1,116,146,81,181,83,10,2.7,2.23,81.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-10,2024,10,1,119,145,76,188,88,32,2.53,2.47,80.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-11,2024,11,1,103,136,70,169,79,12,2.33,2.41,75.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2024-12,2024,12,0,86,120,46,160,45,19,1.53,3.48,64.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-01,2025,1,0,68,120,53,135,44,17,1.77,2.55,56.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-02,2025,2,0,68,131,75,124,61,26,2.5,1.65,58.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-03,2025,3,0,110,113,49,174,46,30,1.63,3.55,59.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-04,2025,4,0,57,128,67,118,55,29,2.23,1.76,63.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-05,2025,5,0,76,121,60,137,60,21,2.0,2.28,58.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-06,2025,6,1,72,190,64,198,70,28,2.13,3.09,63.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-07,2025,7,1,118,180,75,223,63,9,2.5,2.97,66.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-08,2025,8,1,117,171,91,197,90,14,3.03,2.16,76.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-09,2025,9,1,118,177,80,215,68,8,2.67,2.69,82.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-10,2025,10,1,107,134,71,170,70,27,2.37,2.39,80.67,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-11,2025,11,1,84,153,66,171,59,30,2.2,2.59,72.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2025-12,2025,12,0,100,143,74,169,61,12,2.47,2.28,70.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2026-01,2026,1,0,135,108,56,187,66,30,1.87,3.34,65.33,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2026-02,2026,2,0,95,118,68,145,76,19,2.27,2.13,66.0,0,0
1,Davao City RHU,0.1,50000,Co-Amoxiclav 625mg,Antibiotic,2026-03,2026,3,0,91,120,69,142,60,23,2.3,2.06,64.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-01,2021,1,0,139,120,61,198,66,10,2.03,3.25,61.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-02,2021,2,0,83,122,53,152,54,16,1.77,2.87,57.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-03,2021,3,0,93,128,77,144,71,23,2.57,1.87,63.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-04,2021,4,0,122,101,46,177,45,11,1.53,3.85,58.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-05,2021,5,0,53,141,71,123,84,18,2.37,1.73,64.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-06,2021,6,1,120,186,77,229,90,17,2.57,2.97,64.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-07,2021,7,1,91,189,98,182,86,33,3.27,1.86,82.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-08,2021,8,1,130,180,90,220,104,14,3.0,2.44,88.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-09,2021,9,1,131,184,80,235,76,21,2.67,2.94,89.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-10,2021,10,1,112,138,87,163,81,14,2.9,1.87,85.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-11,2021,11,1,164,156,90,230,76,26,3.0,2.56,85.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2021-12,2021,12,0,137,133,70,200,73,12,2.33,2.86,82.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-01,2022,1,0,122,105,69,158,74,8,2.3,2.29,76.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-02,2022,2,0,93,101,69,125,79,10,2.3,1.81,69.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-03,2022,3,0,103,119,58,164,60,10,1.93,2.83,65.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-04,2022,4,0,94,122,68,148,73,17,2.27,2.18,65.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-05,2022,5,0,130,106,63,173,71,29,2.1,2.75,63.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-06,2022,6,1,74,168,82,160,96,31,2.73,1.95,71.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-07,2022,7,1,129,196,71,254,77,11,2.37,3.58,72.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-08,2022,8,1,83,175,105,153,113,28,3.5,1.46,86.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-09,2022,9,1,189,142,62,269,52,11,2.07,4.34,79.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-10,2022,10,1,72,192,108,156,122,29,3.6,1.44,91.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-11,2022,11,1,150,148,70,228,73,31,2.33,3.26,80.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2022-12,2022,12,0,98,140,42,196,39,8,1.4,4.67,73.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-01,2023,1,0,78,97,58,117,57,33,1.93,2.02,56.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-02,2023,2,0,86,139,47,178,40,23,1.57,3.79,49.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-03,2023,3,0,58,120,70,108,63,23,2.33,1.54,58.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-04,2023,4,0,99,143,76,166,65,23,2.53,2.18,64.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-05,2023,5,0,106,134,52,188,48,23,1.73,3.62,66.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-06,2023,6,1,81,186,60,207,59,21,2.0,3.45,62.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-07,2023,7,1,88,185,85,188,86,10,2.83,2.21,65.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-08,2023,8,1,160,152,67,245,76,20,2.23,3.66,70.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-09,2023,9,1,128,192,85,235,95,14,2.83,2.76,79.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-10,2023,10,1,106,135,60,181,53,28,2.0,3.02,70.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-11,2023,11,1,110,182,75,217,77,9,2.5,2.89,73.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2023-12,2023,12,0,135,115,50,200,54,11,1.67,4.0,61.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-01,2024,1,0,67,126,47,146,45,7,1.57,3.11,57.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-02,2024,2,0,56,116,49,123,39,8,1.63,2.51,48.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-03,2024,3,0,65,113,74,104,77,29,2.47,1.41,56.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-04,2024,4,0,104,116,51,169,53,18,1.7,3.31,58.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-05,2024,5,0,88,123,49,162,58,33,1.63,3.31,58.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-06,2024,6,1,69,152,103,118,115,14,3.43,1.15,67.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-07,2024,7,1,127,162,94,195,90,32,3.13,2.07,82.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-08,2024,8,1,121,195,85,231,73,27,2.83,2.72,94.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-09,2024,9,1,94,167,99,162,98,18,3.3,1.64,92.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-10,2024,10,1,115,193,69,239,55,14,2.3,3.46,84.33,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-11,2024,11,1,102,190,71,221,74,27,2.37,3.11,79.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2024-12,2024,12,0,77,131,55,153,55,25,1.83,2.78,65.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2025-01,2025,1,0,60,116,45,131,49,10,1.5,2.91,57.0,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2025-02,2025,2,0,69,127,67,129,61,28,2.23,1.93,55.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2025-03,2025,3,0,86,103,46,143,45,26,1.53,3.11,52.67,0,0
1,Davao City RHU,0.1,50000,Metronidazole 500mg,Antibiotic,2025-04,2025,4,0,73,133,43,163,42,27,1.43,3.79,52.0,0,0
